,Comentarios,Depresivo,TweetPre,Idioma
1464,Primer día que me estoy muriendo de sueño en el trabajo estando embarazada🥴🫠 deberia ser ilegal venir a trabajar embarazada😞 quiero mimir😔,0,primer dia que me estoy muriendo de sueno en el trabajo estando embarazada deberia ser ilegal venir trabajar embarazada quiero mimir,es
1466,"Debería ser un delito que haya tan pocos momentos memorables en una serie tan icónica, siendo los protagonizados por Elizabeth Debicki/Diana los que roban la atención mayoritaria. #TheCrown",0,deberia ser un delito que haya tan pocos momentos memorables en una serie tan iconica siendo los protagonizados por elizabeth debicki diana los que roban la atencion mayoritaria thecrown,es
1467,@VicenteFoxQue no creo que vaya! su padre anda buscando #hueso en Morena!,0,no creo que vaya su padre anda buscando hueso en morena,es
1468,No pude encargar nada gracias x la no ayuda y x la no difusion estos angelitos no se merecían sus indiferencias,0,no pude encargar nada gracias x la no ayuda y x la no difusion estos angelitos no se merecian sus indiferencias,es
1469,@Caronteverus y no les daba vergüenza,0,y no les daba verguenza,es
1470,en el próximo saco un 10 y ya estaaaa https://t.co/lyGIRTiAvW,0,en el proximo saco un y ya estaaaa,es
1471,Se viene Candela 🔥🔥🔥 https://t.co/zBhRo9dYes,0,se viene candela,es
1473,Erdogan recibió como regalo un mapa del “mundo turco” con la mitad del territorio de Rusia https://t.co/NIPa1vCN4p,0,erdogan recibio como regalo un mapa del mundo turco con la mitad del territorio de rusia,es
1474,"Ya me compre ropa para navidad , mi nivel de ansiedad es otro nivel 🤣",0,ya me compre ropa para navidad mi nivel de ansiedad es otro nivel,es
1476,"@MareaResidencia Ante la falsedad...Hechos.
Los responsables siguen libres, ocupando cargos de poder y escribiendo libros...https://t.co/DIk7TY2vQ5",0,ante la falsedad hechos los responsables siguen libres ocupando cargos de poder y escribiendo libros,es
1477,se acaba walls y yo la canté en vivo 💋,0,se acaba walls y yo la cante en vivo,es
1478,"La gente que dice que las personas no binarias y el pronombre ""elle"" no existe y no tiene sentido, suenan tanto al típico abuelo diciendo: ""en mis tiempos..."" ¿Por qué les jode tanto que la sociedad y el lenguaje evolucione?",0,la gente que dice que las personas no binarias y el pronombre elle no existe y no tiene sentido suenan tanto al tipico abuelo diciendo en mis tiempos por que les jode tanto que la sociedad y el lenguaje evolucione,es
1479,@MoralistasCo El tipo es PHD en populismo barato pero de la teta del estado,0,el tipo es phd en populismo barato pero de la teta del estado,es
1480,Alguien en Los Héroes o cerca para morbo. DM please,0,alguien en los heroes o cerca para morbo dm please,es
1481,"Eso es todo la jefecita siempre Reina mi amada  @IvonneMonteroO1  y una de mis consentidas hermosa, bella  @CristinaEustace  👏🏻👏🏻🤗 esto si se hace va a estar 👌🏻👌🏻,
Y quién no le guste ni modos q soporte 🤷🏻‍♀️🤭
#TeamIvonne
#YoConIvonne #IvonneMontero 
#CristinaEustace https://t.co/ueJMpv9Ouk",0,eso es todo la jefecita siempre reina mi amada y una de mis consentidas hermosa bella esto si se hace va estar y quien no le guste ni modos q soporte teamivonne yoconivonne ivonnemontero cristinaeustace,es
1482,Todavía me da escalofríos esta triste historia. Que descanse en paz el buen Robert. https://t.co/36vQ53c5L3,0,todavia me da escalofrios esta triste historia que descanse en paz el buen robert,es
1483,@VIRTUSPIETASFID @AlfredodelaA @petrogustavo Iba a decir lo mismo jajaja los uriburros solo saben si no joder,0,iba decir lo mismo los uriburros solo saben si no joder,es
1484,"@NachoRgz @fernandeznorona Si, NOROÑA tiene un gran poder detrás de él... #NoroñaBasuraLegislativa https://t.co/6aehoXsFdM",0,si norona tiene un gran poder detras de el noronabasuralegislativa,es
1485,"Todos los que defendian a los rocotos (y no a Quevedo) después del suceso en el estadio de las gayinas, deben sentirse asi 🤡🤡🤡",0,todos los que defendian los rocotos y no quevedo despues del suceso en el estadio de las gayinas deben sentirse asi,es
1486,@msanchez2079 Adultos inclusivos. Hay uno ladrando que se siente perro y lo tienen sin bozal ni correa en el pleno.,0,adultos inclusivos hay uno ladrando que se siente perro y lo tienen sin bozal ni correa en el pleno,es
1490,"@PGuillermoSerra ""Gracias por este día Señor""",0,gracias por este dia senor,es
1491,Son muchas las manos y los corazones que contribuyen al éxito de una persona. #LeerDescoloniza,0,son muchas las manos y los corazones que contribuyen al exito de una persona leerdescoloniza,es
1494,"efectivamente, estoy de nuevo obsesionado con la switch y todo por culpa de pokemon españa https://t.co/FXORSKotQA",0,efectivamente estoy de nuevo obsesionado con la switch y todo por culpa de pokemon espana,es
1497,"@Jesus_Madrid93 https://t.co/7aeklFBjhJ

Ahora sí te la pegas de moralista, doble cara y la concha de tu madre",0,ahora si te la pegas de moralista doble cara y la concha de tu madre,es
1498,"Ahora que se ha vuelto viral en tik tok los videos de los últimos días de clases de las promociones de este año y pasan los videos de sus momentos más lindos del último año, me doy cólera porque yo me pase gran parte de 5to año peleando y llorando por culpa de mi ex xd 😤",0,ahora que se ha vuelto viral en tik tok los videos de los ultimos dias de clases de las promociones de este ano y pasan los videos de sus momentos mas lindos del ultimo ano me doy colera porque yo me pase gran parte de to ano peleando y llorando por culpa de mi ex xd,es
1499,Jajajajaja ptm yo quería apurarme en lavar mi ropa para hacer ejercicio e inunde la traila 🤣🫠,0,ptm yo queria apurarme en lavar mi ropa para hacer ejercicio e inunde la traila,es
1500,@Q_Soraya No da ni dos pases seguidos el Madrid ...,0,no da ni dos pases seguidos el madrid,es
1501,"Con ansiedad 😳
💖 Habla con alguien que amas. 
😌 Conecta con el momento presente. 
😮‍💨 Respira profundo.",0,con ansiedad habla con alguien que amas conecta con el momento presente respira profundo,es
1502,"""Esperamos que Cristina, líder del peronismo, quien tiene los votos y fue la responsable de que el FdT volviera a gobernar el país y la Provincia. Expresa el sentimiento mayoritario de la militancia""",0,esperamos que cristina lider del peronismo quien tiene los votos y fue la responsable de que el fdt volviera gobernar el pais y la provincia expresa el sentimiento mayoritario de la militancia,es
1503,llegaron bien alteradotes,0,llegaron bien alteradotes,es
1504,Nueva Zelanda suspendió el diálogo sobre derechos humanos con Irán debido a la represión contra manifestantes https://t.co/UziK4uqmGC,0,nueva zelanda suspendio el dialogo sobre derechos humanos con iran debido la represion contra manifestantes,es
1505,@Nefsite Desaprovechan un buen potencial…,0,desaprovechan un buen potencial,es
1506,@Alepacont @pedrojdz @urielesqueda4 @SCJN La SCJN bajo el mando del corrupto de Zaldívar es partícipe de la degradación institucional. https://t.co/jqFCa2bqky,0,la scjn bajo el mando del corrupto de zaldivar es participe de la degradacion institucional,es
1508,"@kevinanguila13 @h_allito @Cantillista Jajajajajaa si Larry es el motor de Millonarios cuando no está el equipo se ve mal, cuando el equipo tuvo el bache el estaba lesionado y el equipo se sintió, otra cosa es qué en el junior nadie rinde miren a Giraldo era bueno y llegó allá y ni la mitad del jugador qué era,en fin!",0,si larry es el motor de millonarios cuando no esta el equipo se ve mal cuando el equipo tuvo el bache el estaba lesionado y el equipo se sintio otra cosa es que en el junior nadie rinde miren giraldo era bueno y llego alla y ni la mitad del jugador que era en fin,es
1509,@Pocahontassexy3 Te tengo una propuesta,0,te tengo una propuesta,es
1510,"@VicenteFoxQue La chairisa :
?Komo kel mezyas noh imbentho lazayudas aL puevlo wueno! https://t.co/efIutBDWho",0,la chairisa komo kel mezyas noh imbentho lazayudas al puevlo wueno,es
1511,@luciacarrellan_ Pues siii pero es lo de siempre cuando tiene que aprovechar hacen un partido malo y pierden o empatan... Tsssss así no hacemos nad 😓😓,0,pues siii pero es lo de siempre cuando tiene que aprovechar hacen un partido malo y pierden o empatan tsssss asi no hacemos nad,es
1512,@calvente_martin Jajaj que grande 💜,0,que grande,es
1514,"Esta mujer es un titere de los grandes intereses.
Que sea ""puertorriqueña"" es una verguenza.
Asi mismo apoya envenenarnos a nosotros.
🚫💉💉💉😷🚫
Puerto Rico https://t.co/mZueQu4MTS",0,esta mujer es un titere de los grandes intereses que sea puertorriquena es una verguenza asi mismo apoya envenenarnos nosotros puerto rico,es
1515,JJ Vaquero le hace un ROAST a Madrid | COMPLETO | El Roast De España 2 https://t.co/rzu24TCPDa a través de @YouTube,0,vaquero le hace un roast madrid completo el roast de espana traves de,es
1517,Viendo todo eso me imagino al final a los miembros del grupo enchufados en plan Ghost In The Shell https://t.co/c08nUVQAk4,0,viendo todo eso me imagino al final los miembros del grupo enchufados en plan ghost in the shell,es
1518,Quiero hacer algo estoy aburridaso,0,quiero hacer algo estoy aburridaso,es
1519,No te entiendo 🤦🏻‍♂️,0,no te entiendo,es
1520,@SpreenDMC se vienen cositas 😍😍😍,0,se vienen cositas,es
1521,Bro no eres el único que trae esa gorra,0,bro no eres el unico que trae esa gorra,es
1522,"@BuenismoBien @quiquepeinado No votes a nadie. Porque son todos los mismos perros con distinto collar. La extrema derecha peor, pero el resto también son malos.",0,no votes nadie porque son todos los mismos perros con distinto collar la extrema derecha peor pero el resto tambien son malos,es
1523,"les juro que no, las minas cuando nos enculamos con uno somos re gilas jajaja https://t.co/d6bbQ5Ley8",0,les juro que no las minas cuando nos enculamos con uno somos re gilas,es
1526,La oposición se ofende porque le dijeron webon a Guaidog pero se cansan de mentar la madre a maduro.eso si vale.,0,la oposicion se ofende porque le dijeron webon guaidog pero se cansan de mentar la madre maduro eso si vale,es
1527,"@PatoBullrich Que mal le haces al país  engendro, te encanta apagar el fuego con nafta.",0,que mal le haces al pais engendro te encanta apagar el fuego con nafta,es
1529,@AlejoKassabian Mete una pestañada ameo,0,mete una pestanada ameo,es
1530,@MaxKonta1 Pero pues transtornados abundamos aquí en TW 😂,0,pero pues transtornados abundamos aqui en tw,es
1531,Como será cuando yo haga esto 🥵 https://t.co/4Q80uqp7u4,0,como sera cuando yo haga esto,es
1532,@Charquinho10 @efranco44 Deolis le hicieron la Tommy Jhon mano ☹️☹️,0,deolis le hicieron la tommy jhon mano,es
1533,@ElJaviParla demuestra que este gif puedes usarlo para el mal!! 🤪 https://t.co/6wjVNVlPRH,0,demuestra que este gif puedes usarlo para el mal,es
1535,Que satisfactorio fue que me viera de arriba a abajo y ya no esté él en su posición privilegiada,0,que satisfactorio fue que me viera de arriba abajo y ya no este el en su posicion privilegiada,es
1536,"@Juulyee__12 Suelto, como a mí me gusta",0,suelto como mi me gusta,es
1537,"@Sr_Kenobi @Benja_8a @yoyo308 Como es All-in-One dudo que pueda meterle una PCI-e, tendría que ser a fuerzas por USB.",0,como es all in one dudo que pueda meterle una pci e tendria que ser fuerzas por usb,es
1538,"@TerrorRestMX En Ojo de Agua, Edomex el transporte que va a CDMX es cómodo y algo seguro pero caro: $32 a la raza, Reforma $57, Polanco $77. El transporte a rutas cercanas es muy malo, caro e inseguro",0,en ojo de agua edomex el transporte que va cdmx es comodo y algo seguro pero caro la raza reforma polanco el transporte rutas cercanas es muy malo caro e inseguro,es
1540,"@KathyLambis Eso fue lo peor. 🙄 Joda yooo he comprado en Solo Kukos más barato porque no consigo algodon en otros lados y salen bien buenas. Lilipink tiene algodón pero no duran nada. En Leonisa hay pero con mucho elastano, fueron las ultimas que pedí.",0,eso fue lo peor joda yooo he comprado en solo kukos mas barato porque no consigo algodon en otros lados y salen bien buenas lilipink tiene algodon pero no duran nada en leonisa hay pero con mucho elastano fueron las ultimas que pedi,es
1542,"Más fea que el Monstruo de la Laguna Negra, que Nosferatu, que la Momia de la CFE, que el Chocoflan y que el mismísimo KKash todos juntos https://t.co/70PWu2Mq8n",0,mas fea que el monstruo de la laguna negra que nosferatu que la momia de la cfe que el chocoflan y que el mismisimo kkash todos juntos,es
1545,@libertaddigital @eco4todos Yo también quiero que los informativos dediquen unos minutos para hablar del Atlético de Madrid. https://t.co/DcmBkSB0r2,0,yo tambien quiero que los informativos dediquen unos minutos para hablar del atletico de madrid,es
1546,"Lo dijo, muchas personas la escucharon, una ministra española la escuchó, la grabaron, escucharon nuevamente el video y lo publicaron. A nadie se le cruzó por la cabeza por lo menos un ""che, no da decir eso""? https://t.co/eBa9PgSjYr",0,lo dijo muchas personas la escucharon una ministra espanola la escucho la grabaron escucharon nuevamente el video y lo publicaron nadie se le cruzo por la cabeza por lo menos un che no da decir eso,es
1548,"duda: si hago un discurso sobre el aborto y la doc resulta ser cristiana, me desaprueba??? xd",0,duda si hago un discurso sobre el aborto y la doc resulta ser cristiana me desaprueba xd,es
1549,"📢 I Jornada de Bienestar Animal 📢

En el Centro de Congresos ""Ciutat d'Elx""  (Elche) el sábado 12 de noviembre de 10:00 a 20:00.

Os esperamos a todos con una amplia programación.

⚠️ ¡Apúntate ya! Envía un correo a: info@protectorabaix.org

La entrada es totalmente gratuita. https://t.co/dgziNJKkiR",0,i jornada de bienestar animal en el centro de congresos ciutat d elx elche el sabado de noviembre de os esperamos todos con una amplia programacion apuntate ya envia un correo la entrada es totalmente gratuita,es
1551,la mejor anti-hero https://t.co/Cl0dKUeJ4Z,0,la mejor anti hero,es
1552,He cenado sushi y he acabado de escribir un capítulo. Todo bien hoy 😌,0,he cenado sushi y he acabado de escribir un capitulo todo bien hoy,es
1554,@spamermaestro en que cap se pone bueno que ya voy como en el 10 y no me gusta xd,0,en que cap se pone bueno que ya voy como en el y no me gusta xd,es
